age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
36,Private,HS-grad,Married-civ-spouse,Other-service,Male,50,37355
27,Private,5th-6th,Never-married,Other-service,Male,40,38370
24,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Male,40,39780
35,Private,HS-grad,Never-married,Other-service,Female,35,33591
22,State-gov,Some-college,Never-married,Other-service,Male,39,48035
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,52,34277
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,91811
28,Private,HS-grad,Separated,Other-service,Female,25,30263
55,Private,HS-grad,Married-civ-spouse,Sales,Female,50,39480
29,?,5th-6th,Married-civ-spouse,?,Female,40,28677
32,Private,Bachelors,Married-civ-spouse,Sales,Male,44,41310
66,?,Some-college,Divorced,?,Female,35,23775
47,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Male,45,23062
23,Private,Bachelors,Never-married,Other-service,Female,40,48744
50,Local-gov,Masters,Divorced,Prof-specialty,Female,45,38892
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,84,45617
51,Private,HS-grad,Never-married,Machine-op-inspct,Female,40,28036
34,Private,HS-grad,Never-married,Prof-specialty,Female,45,34529
28,Private,Bachelors,Never-married,Protective-serv,Female,40,30084
52,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,70,68591
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,56758
43,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,102596
36,Private,Bachelors,Never-married,Prof-specialty,Female,35,93061
25,Private,Bachelors,Never-married,Prof-specialty,Female,15,31500
42,Private,Some-college,Divorced,Adm-clerical,Female,38,42796
35,Private,Some-college,Married-civ-spouse,Transport-moving,Male,40,37637
43,Private,Masters,Married-civ-spouse,Exec-managerial,Male,53,106542
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,37908
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,38,114282
30,Private,Some-college,Married-civ-spouse,Transport-moving,Male,60,30708
44,Private,Masters,Married-civ-spouse,Prof-specialty,Male,44,106034
52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,34344
35,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,60,34120
36,Private,Assoc-voc,Divorced,Prof-specialty,Male,40,55714
30,Private,Bachelors,Never-married,Exec-managerial,Female,52,22948
36,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,45,86656
39,Private,Bachelors,Never-married,Exec-managerial,Female,40,23975
25,Private,1st-4th,Married-civ-spouse,Farming-fishing,Male,96,26676
26,Private,Bachelors,Never-married,Tech-support,Male,40,41995
20,Private,HS-grad,Never-married,Sales,Female,20,31462
20,Private,Some-college,Never-married,Protective-serv,Male,40,25794
70,?,5th-6th,Married-civ-spouse,?,Male,20,41308
26,Private,HS-grad,Never-married,Transport-moving,Male,50,24554
24,Private,Some-college,Never-married,Adm-clerical,Female,35,31412
48,Private,Bachelors,Married-civ-spouse,Tech-support,Male,40,113961
62,Private,HS-grad,Divorced,Priv-house-serv,Female,99,38652
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,42028
52,Private,Bachelors,Married-civ-spouse,Sales,Male,40,89192
25,Private,Bachelors,Never-married,Sales,Male,44,21999
58,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,40,28381
40,Federal-gov,Bachelors,Never-married,Prof-specialty,Female,45,36093
29,?,Some-college,Married-civ-spouse,?,Female,40,45648
45,Self-emp-inc,7th-8th,Married-civ-spouse,Exec-managerial,Male,52,32327
19,Private,Some-college,Never-married,Other-service,Female,20,48998
37,Private,11th,Never-married,Handlers-cleaners,Male,40,41820
23,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,40,30054
31,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,60,30194
64,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Male,20,36044
28,Local-gov,Some-college,Never-married,Adm-clerical,Female,16,46961
32,Private,HS-grad,Never-married,Craft-repair,Male,40,35003
49,Local-gov,Some-college,Divorced,Adm-clerical,Female,44,28827
35,Private,Some-college,Divorced,Adm-clerical,Female,40,55531
19,?,Some-college,Never-married,?,Female,35,30273
45,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,45,118965
39,Private,12th,Married-civ-spouse,Transport-moving,Male,70,61840
55,Private,Some-college,Never-married,Adm-clerical,Female,45,37723
46,Self-emp-not-inc,Bachelors,Divorced,Other-service,Female,60,118946
19,Private,Some-college,Never-married,Adm-clerical,Female,16,37965
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,27611
25,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,35,22241
37,Private,Bachelors,Never-married,Adm-clerical,Female,40,24480
30,Private,HS-grad,Never-married,Adm-clerical,Male,40,43461
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,47855
36,Federal-gov,Some-college,Separated,Adm-clerical,Female,56,24619
32,Private,Some-college,Never-married,Exec-managerial,Female,35,45504
34,Private,11th,Never-married,Machine-op-inspct,Male,40,29018
34,Private,HS-grad,Never-married,Adm-clerical,Female,36,30853
20,Private,Some-college,Never-married,Sales,Female,40,34991
27,Self-emp-inc,Masters,Never-married,Transport-moving,Male,40,21175
36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,31188
35,Private,Some-college,Married-civ-spouse,Sales,Male,40,39345
37,Private,HS-grad,Divorced,Exec-managerial,Male,35,44499
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,43289
32,Private,Masters,Never-married,Prof-specialty,Female,20,33713
52,Private,HS-grad,Divorced,Sales,Female,48,42062
50,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,105805
23,Private,HS-grad,Never-married,Other-service,Female,30,22083
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,26951
21,Private,Preschool,Never-married,Farming-fishing,Male,50,27234
31,Private,HS-grad,Divorced,Sales,Female,32,36937
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Female,30,32613
41,Private,Assoc-voc,Separated,Other-service,Male,40,23977
47,Private,Some-college,Married-civ-spouse,Tech-support,Male,60,21007
20,?,Some-college,Never-married,?,Female,10,30393
20,Private,Some-college,Never-married,Adm-clerical,Female,45,36962
29,Private,10th,Divorced,Machine-op-inspct,Female,25,29499
51,Local-gov,Some-college,Widowed,Adm-clerical,Female,40,39758
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,33,83135
23,?,Some-college,Never-married,?,Female,12,35093
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,35,106250
39,Private,HS-grad,Separated,Exec-managerial,Male,40,79333
62,Private,Bachelors,Married-civ-spouse,Sales,Male,35,27776
22,Private,Bachelors,Never-married,Other-service,Male,30,39983
46,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,119570
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,35,108273
20,Private,HS-grad,Never-married,Sales,Female,32,34029
40,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,50,89947
31,Private,Bachelors,Never-married,Tech-support,Male,40,32536
30,Private,Some-college,Never-married,Craft-repair,Male,40,32335
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,38,23868
20,Private,HS-grad,Never-married,Prof-specialty,Female,40,40738
37,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,40,98482
65,Private,Bachelors,Widowed,Other-service,Female,40,42901
40,Private,Bachelors,Never-married,Prof-specialty,Male,40,41584
60,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,48,101778
27,Private,HS-grad,Never-married,Craft-repair,Male,35,35902
62,Private,Bachelors,Married-civ-spouse,Sales,Male,60,119019
53,Private,HS-grad,Divorced,Sales,Female,35,39314
38,Private,Bachelors,Married-civ-spouse,Sales,Male,50,63929
49,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,40,42328
21,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,31108
18,Private,Some-college,Never-married,Adm-clerical,Male,40,45711
25,Private,Bachelors,Never-married,Prof-specialty,Male,40,28690
36,Private,11th,Married-civ-spouse,Craft-repair,Male,40,34965
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,55,64803
19,Private,Some-college,Never-married,Tech-support,Male,14,33158
23,Private,Bachelors,Never-married,Adm-clerical,Female,40,35526
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,15,29292
63,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Male,45,44857
62,Self-emp-inc,Bachelors,Divorced,Sales,Male,40,112436
51,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,30,74118
76,Local-gov,Some-college,Widowed,Adm-clerical,Female,30,25260
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,42131
45,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,50,59255
44,Self-emp-inc,Some-college,Divorced,Sales,Male,45,74503
51,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,40,34870
42,Local-gov,Bachelors,Never-married,Exec-managerial,Male,35,27166
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,112982
53,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,40,43567
29,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,40,42662
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,40,38263
44,Federal-gov,HS-grad,Divorced,Craft-repair,Male,40,20542
35,Private,10th,Widowed,Other-service,Female,40,21467
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,25466
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,50,21085
60,Private,Assoc-voc,Widowed,Craft-repair,Female,30,41602
49,Private,Some-college,Divorced,Exec-managerial,Male,45,90123
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,20706
35,Private,Bachelors,Married-civ-spouse,Sales,Male,40,73040
31,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,38,26116
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,60,78473
57,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,35,27996
30,Private,9th,Never-married,Craft-repair,Male,45,22326
45,Private,10th,Never-married,Machine-op-inspct,Male,40,48024
41,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,42,97887
25,Private,Bachelors,Never-married,Other-service,Male,18,23268
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,40,54726
42,Private,5th-6th,Separated,Adm-clerical,Male,40,39282
28,Private,Assoc-voc,Never-married,Handlers-cleaners,Male,45,45550
47,?,10th,Married-civ-spouse,?,Female,20,41651
53,Federal-gov,Bachelors,Divorced,Tech-support,Male,40,44224
31,Private,Bachelors,Never-married,Exec-managerial,Female,50,109492
46,Private,11th,Married-civ-spouse,Other-service,Male,40,119308
25,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,40,23777
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,37627
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,44190
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,40144
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,43508
22,Private,Some-college,Never-married,Other-service,Male,40,37130
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,30,25007
33,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,45,65896
31,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,41966
43,Private,Some-college,Married-civ-spouse,Other-service,Female,20,78845
26,Private,Assoc-voc,Never-married,Other-service,Female,40,20660
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,32460
50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,104815
30,State-gov,HS-grad,Separated,Adm-clerical,Female,40,42666
17,Private,11th,Never-married,Other-service,Male,20,48292
35,Local-gov,Masters,Never-married,Prof-specialty,Female,40,41660
29,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,41008
27,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,40,40273
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,23696
34,Private,Bachelors,Never-married,Sales,Male,40,69024
32,Private,HS-grad,Separated,Handlers-cleaners,Female,40,37561
47,Federal-gov,Some-college,Divorced,Adm-clerical,Female,40,46688
40,Private,Some-college,Never-married,Sales,Female,40,27635
26,Private,Assoc-voc,Never-married,Other-service,Female,40,36548
30,Private,HS-grad,Never-married,Other-service,Female,40,26289
54,Private,HS-grad,Divorced,Craft-repair,Male,40,29990
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,55,98527
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,106091
43,Private,7th-8th,Separated,Farming-fishing,Male,40,27703
25,Private,Some-college,Never-married,Farming-fishing,Male,20,38178
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,36855
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,25,104099
47,Private,HS-grad,Married-civ-spouse,Other-service,Male,34,41269
45,Private,HS-grad,Divorced,Other-service,Female,35,32550
24,State-gov,Bachelors,Never-married,Prof-specialty,Male,40,38420
32,Self-emp-not-inc,10th,Divorced,Craft-repair,Male,40,35388
25,Private,Some-college,Never-married,Sales,Male,35,33180
57,Private,5th-6th,Separated,Machine-op-inspct,Female,40,42550
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,24,72039
28,Private,HS-grad,Married-civ-spouse,Sales,Male,51,24178
27,Private,Bachelors,Never-married,Prof-specialty,Female,55,48632
28,Private,Bachelors,Never-married,Adm-clerical,Female,20,44006
74,?,1st-4th,Married-civ-spouse,?,Male,40,40285
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,42,31596
27,Private,HS-grad,Never-married,Machine-op-inspct,Male,45,25795
61,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,29349
25,Private,11th,Never-married,Other-service,Male,99,40363
28,Private,9th,Never-married,Handlers-cleaners,Female,24,21001
20,Private,Some-college,Never-married,Craft-repair,Male,40,28451
33,Private,Assoc-voc,Never-married,Sales,Male,40,36626
38,State-gov,HS-grad,Divorced,Other-service,Male,40,36359
31,Private,HS-grad,Never-married,Sales,Female,25,48315
40,Private,Masters,Never-married,Prof-specialty,Female,45,92445
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,55,100490
38,Private,Masters,Married-civ-spouse,Exec-managerial,Male,60,101047
19,Private,Some-college,Never-married,Exec-managerial,Male,30,22333
56,Private,Assoc-acdm,Married-civ-spouse,Other-service,Male,50,46059
38,Private,Masters,Divorced,Exec-managerial,Male,45,111239
30,?,Bachelors,Married-civ-spouse,?,Female,4,37112
22,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Female,40,23170
18,State-gov,HS-grad,Never-married,Other-service,Male,25,20003
68,Private,Some-college,Widowed,Other-service,Female,20,23682
35,Private,Assoc-voc,Divorced,Transport-moving,Male,50,37181
42,Private,7th-8th,Married-civ-spouse,Other-service,Female,48,20503
32,Private,10th,Divorced,Craft-repair,Male,40,27816
43,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Female,40,117979
30,Private,10th,Never-married,Machine-op-inspct,Female,40,35703
62,Private,Some-college,Married-civ-spouse,Tech-support,Male,24,39773
38,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,40,23125
27,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,41158
28,Private,Doctorate,Never-married,Prof-specialty,Female,60,67505
26,Private,Assoc-voc,Never-married,Other-service,Male,40,41916
21,Private,Some-college,Never-married,Machine-op-inspct,Male,20,31823
19,Private,HS-grad,Never-married,Other-service,Male,40,39946
20,Private,Some-college,Never-married,Adm-clerical,Male,30,28464
25,State-gov,Bachelors,Never-married,Protective-serv,Male,40,24136
28,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Male,50,30697
36,Private,Assoc-voc,Never-married,Adm-clerical,Male,42,76155
23,Private,Bachelors,Never-married,Craft-repair,Male,40,22233
24,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,50,23774
23,Private,HS-grad,Never-married,Other-service,Female,40,23949
24,Private,Bachelors,Never-married,Prof-specialty,Female,20,39099
25,Self-emp-not-inc,HS-grad,Never-married,Other-service,Male,8,21622
24,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,34524
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,62,34587
26,Private,Bachelors,Never-married,Sales,Female,45,20964
62,?,Masters,Married-civ-spouse,?,Male,50,33837
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,33,47370
45,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,39472
31,Private,Assoc-acdm,Divorced,Sales,Female,45,23324
34,Private,HS-grad,Never-married,Adm-clerical,Male,48,38088
65,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,44,103996
42,Private,Assoc-voc,Divorced,Prof-specialty,Female,40,48798
27,State-gov,Prof-school,Never-married,Prof-specialty,Male,70,39476
40,Private,Some-college,Married-civ-spouse,Sales,Female,40,33844
53,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,107445
54,Private,HS-grad,Married-civ-spouse,Sales,Male,50,111121
30,State-gov,Bachelors,Never-married,Prof-specialty,Male,35,31382
59,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,63649
42,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Male,55,42077
23,Private,HS-grad,Never-married,Adm-clerical,Female,40,43378
28,Private,Bachelors,Married-civ-spouse,Other-service,Female,15,20695
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,44174
22,Private,Some-college,Never-married,Sales,Female,20,27178
73,?,Bachelors,Married-civ-spouse,?,Male,30,42457
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,40,70901
44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,26559
40,Private,12th,Divorced,Craft-repair,Male,40,48992
37,Private,Assoc-voc,Married-civ-spouse,Tech-support,Female,37,91812
39,Private,HS-grad,Divorced,Machine-op-inspct,Male,50,39311
49,Private,Some-college,Married-civ-spouse,Sales,Male,40,60036
44,Self-emp-not-inc,Some-college,Divorced,Other-service,Male,45,25328
27,Private,9th,Married-civ-spouse,Machine-op-inspct,Female,37,38911
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,37291
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,87940
41,Private,HS-grad,Never-married,Sales,Female,40,29996
55,Private,Bachelors,Married-civ-spouse,Protective-serv,Male,40,66678
53,Private,1st-4th,Married-civ-spouse,Other-service,Male,35,20276
53,Local-gov,Masters,Divorced,Prof-specialty,Female,50,48972
31,Private,Masters,Married-civ-spouse,Exec-managerial,Male,70,75538
21,Private,HS-grad,Never-married,Craft-repair,Male,40,33006
30,Private,HS-grad,Separated,Machine-op-inspct,Male,40,31560
74,?,HS-grad,Widowed,?,Female,10,38948
53,Private,Masters,Never-married,Exec-managerial,Female,60,79998
47,Private,Some-college,Married-civ-spouse,Craft-repair,Male,47,31621
60,Private,Bachelors,Divorced,Exec-managerial,Female,40,111927
59,Private,9th,Separated,Machine-op-inspct,Female,40,24280
37,Private,Bachelors,Never-married,Exec-managerial,Male,48,89393
47,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,40,47956
49,Private,9th,Married-civ-spouse,Craft-repair,Male,40,43116
73,Local-gov,Some-college,Never-married,Prof-specialty,Female,11,47238
58,Private,HS-grad,Divorced,Other-service,Female,20,25877
18,?,11th,Never-married,?,Male,15,32109
35,Private,Some-college,Never-married,Handlers-cleaners,Male,40,40532
24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Female,50,42667
62,Private,HS-grad,Widowed,Adm-clerical,Female,38,28963
58,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,44721
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,69857
21,Private,HS-grad,Never-married,Sales,Male,40,36307
30,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,40,36145
27,Private,Assoc-voc,Never-married,Prof-specialty,Female,36,43169
25,Private,Bachelors,Married-civ-spouse,Tech-support,Male,40,90851
31,Private,HS-grad,Never-married,Craft-repair,Male,45,34301
31,Private,HS-grad,Never-married,Other-service,Female,34,37239
44,Private,Some-college,Married-civ-spouse,Craft-repair,Male,50,73992
52,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,65,74441
30,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,40,20008
29,Private,HS-grad,Never-married,Transport-moving,Male,40,42242
36,Private,11th,Divorced,Transport-moving,Male,40,33395
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,50,47707
59,Local-gov,Some-college,Separated,Protective-serv,Male,40,119870
55,Private,Some-college,Never-married,Adm-clerical,Male,45,46061
70,?,Assoc-voc,Never-married,?,Male,30,30487
22,Private,Assoc-acdm,Never-married,Adm-clerical,Female,20,33506
42,Private,HS-grad,Divorced,Machine-op-inspct,Female,40,40140
36,Private,Assoc-acdm,Married-civ-spouse,Sales,Female,40,22001
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,58768
44,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,40,40447
22,?,HS-grad,Never-married,?,Male,45,42073
25,Private,11th,Married-spouse-absent,Handlers-cleaners,Male,40,47632
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,50,30859
33,Private,HS-grad,Never-married,Other-service,Male,40,39469
54,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Male,50,70041
42,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Male,48,47475
49,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,44,46842
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,44,33349
54,Private,HS-grad,Divorced,Exec-managerial,Female,45,38247
39,Private,Some-college,Never-married,Transport-moving,Male,40,45768
24,Private,Some-college,Never-married,Machine-op-inspct,Male,40,24754
21,Private,HS-grad,Never-married,Adm-clerical,Female,44,32554
23,Private,9th,Never-married,Other-service,Female,30,26208
54,Private,HS-grad,Divorced,Adm-clerical,Female,42,35292
23,Private,Masters,Never-married,Sales,Female,20,31472
39,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,43322
23,Private,Some-college,Never-married,Prof-specialty,Male,25,20175
67,?,HS-grad,Widowed,?,Female,8,39407
19,?,11th,Married-civ-spouse,?,Female,40,39269
41,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,56455
32,Private,11th,Never-married,Other-service,Male,40,20790
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,37001
18,Private,HS-grad,Never-married,Adm-clerical,Female,30,32512
60,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,60,57342
21,Private,Some-college,Never-married,Machine-op-inspct,Female,40,46318
53,Private,Some-college,Widowed,Adm-clerical,Female,22,48004
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,111675
21,Private,Some-college,Never-married,Handlers-cleaners,Male,40,44722
53,Private,Doctorate,Divorced,Exec-managerial,Female,55,64388
24,Private,HS-grad,Never-married,Craft-repair,Male,40,47675
36,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Male,40,39962
29,Private,Masters,Never-married,Exec-managerial,Male,60,23202
23,Private,Some-college,Never-married,Sales,Male,40,27830
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,47849
32,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,48,48914
25,Private,Bachelors,Never-married,Exec-managerial,Female,50,46102
41,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,27,35532
18,Private,HS-grad,Never-married,Other-service,Female,30,29643
57,Private,Some-college,Married-civ-spouse,Craft-repair,Male,45,41554
62,Private,Bachelors,Widowed,Exec-managerial,Male,50,102676
29,Private,Bachelors,Never-married,Handlers-cleaners,Male,40,29283
19,Private,HS-grad,Never-married,Other-service,Female,40,40567
35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,65,64394
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,105762
28,Private,10th,Never-married,Machine-op-inspct,Female,40,20623
38,Private,HS-grad,Never-married,Other-service,Male,40,28060
42,Private,Some-college,Widowed,Sales,Female,40,39167
41,Private,Bachelors,Never-married,Prof-specialty,Male,40,40486
23,Private,Bachelors,Never-married,Prof-specialty,Male,38,47443
31,Private,Masters,Married-civ-spouse,Sales,Male,76,98153
31,Private,5th-6th,Never-married,Machine-op-inspct,Male,45,37250
46,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,87968
18,Private,11th,Never-married,Sales,Female,20,38572
57,Self-emp-not-inc,Masters,Married-civ-spouse,Tech-support,Male,38,106672
25,Private,Assoc-voc,Never-married,Adm-clerical,Female,38,22031
32,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,59694
27,Private,9th,Never-married,Farming-fishing,Male,40,47865
46,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,45,107370
17,?,10th,Never-married,?,Female,17,26211
43,State-gov,HS-grad,Never-married,Craft-repair,Male,40,48212
56,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Female,40,108909
19,Private,HS-grad,Married-civ-spouse,Craft-repair,Female,40,36688
20,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,40,22380
42,Private,Some-college,Never-married,Machine-op-inspct,Male,45,37936
90,Private,HS-grad,Widowed,Transport-moving,Male,99,28457
25,Private,11th,Separated,Machine-op-inspct,Male,35,31408
27,Private,HS-grad,Never-married,Other-service,Female,40,45648
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,44,48361
48,Federal-gov,Some-college,Never-married,Adm-clerical,Male,40,40598
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,32301
46,Private,Bachelors,Widowed,Tech-support,Female,38,38455
32,Private,5th-6th,Married-civ-spouse,Other-service,Male,40,21962
22,Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,40,33828
24,Private,Bachelors,Married-AF-spouse,Prof-specialty,Female,40,104470
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,65,41243
20,Private,Some-college,Never-married,Prof-specialty,Female,18,28835
28,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Male,40,25557
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,112704
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,111721
54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,25765
59,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,42,39093
17,Private,11th,Never-married,Sales,Female,18,42933
25,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Male,80,30174
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,40,116024
55,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Male,60,26912
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,28693
67,Private,Some-college,Widowed,Prof-specialty,Female,16,25021
28,Private,HS-grad,Never-married,Other-service,Male,40,28038
35,Private,9th,Married-civ-spouse,Machine-op-inspct,Male,40,39990
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,48,51624
51,Private,Masters,Married-civ-spouse,Prof-specialty,Male,47,100583
55,Private,Bachelors,Widowed,Farming-fishing,Male,40,42856
